path,id
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/0.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/1.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/10.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/100.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/101.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/102.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/103.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/104.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/105.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/107.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/108.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/109.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/11.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/111.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/112.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/113.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/114.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/115.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/116.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/117.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/118.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/119.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/12.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/120.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/121.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/122.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/123.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/124.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/125.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/126.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/127.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/128.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/129.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/13.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/130.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/131.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/132.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/133.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/134.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/135.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/136.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/137.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/138.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/139.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/14.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/140.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/141.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/142.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/143.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/144.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/145.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/146.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/147.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/148.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/149.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/15.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/150.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/151.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/152.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/153.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/154.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/155.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/156.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/157.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/158.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/159.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/16.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/160.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/166.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/17.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/170.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/172.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/173.png,7
pidgeon_datasets/pidgeon_images/pidgeon_vid_3/7/174.png,7
