filename,frame_id,track_id,x1,y1,x2,y2,confidence,class_id
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,1.0,1671.2991943359375,1711.508056640625,1964.5587158203125,1926.974853515625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,2.0,222.2139587402344,1211.91845703125,455.6457824707031,1344.9669189453125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,3.0,812.04833984375,1150.0057373046875,1043.57763671875,1295.3892822265625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,4.0,427.25341796875,1055.3345947265625,631.1829833984375,1193.0020751953125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,5.0,3441.509765625,1261.437744140625,3721.09716796875,1386.8624267578125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,6.0,1433.19677734375,1226.729736328125,1664.8621826171875,1353.798583984375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,7.0,2575.037841796875,1473.762451171875,2852.906982421875,1654.13818359375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,8.0,2988.54150390625,1071.103515625,3206.128662109375,1203.517822265625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,9.0,1424.86376953125,976.1254272460938,1580.2239990234375,1092.54052734375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,10.0,2734.196533203125,1181.1142578125,2968.662841796875,1348.810302734375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,11.0,2466.390625,1364.035400390625,2579.658203125,1505.697021484375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,12.0,2301.61279296875,1079.4130859375,2421.4638671875,1239.64794921875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,13.0,1896.85400390625,933.9869384765624,2033.299072265625,1061.2236328125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,0,14.0,662.9830322265625,872.333251953125,824.1942749023438,981.6195068359376,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,1.0,1679.931884765625,1711.9278564453125,1971.2630615234373,1925.97607421875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,2.0,215.7152099609375,1210.3670654296875,454.0311279296875,1346.31787109375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,3.0,825.3064575195312,1150.0302734375,1036.2275390625,1282.24951171875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,4.0,432.420654296875,1057.972900390625,659.070068359375,1211.206787109375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,5.0,3443.0078125,1261.2442626953125,3723.364990234375,1387.10595703125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,6.0,1435.447265625,1229.7554931640625,1663.6895751953125,1355.017578125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,7.0,2591.249267578125,1473.7716064453125,2863.359130859375,1650.3758544921875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,8.0,2989.94287109375,1072.6934814453125,3205.800048828125,1204.1710205078125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,9.0,1427.4930419921875,976.0780029296876,1581.260986328125,1091.29443359375,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,10.0,2736.828125,1183.2447509765625,2968.593994140625,1349.029541015625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,11.0,2461.71728515625,1365.913818359375,2573.451416015625,1505.7720947265625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,12.0,2300.345947265625,1081.1754150390625,2420.695556640625,1242.1982421875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_2.mp4,1,13.0,1903.111083984375,935.2260131835938,2032.8885498046875,1056.170166015625,0,14
