filename,frame_id,track_id,x1,y1,x2,y2,confidence,class_id
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,1.0,500.0054931640625,334.1679077148437,1062.159423828125,622.9224853515625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,2.0,2724.453369140625,283.12408447265625,3274.051025390625,615.391357421875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,3.0,559.3927001953125,639.7483520507812,1118.815673828125,982.5324096679688,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,4.0,2184.27880859375,608.73583984375,2442.123291015625,906.1163940429688,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,5.0,1587.84375,0.0,1906.880126953125,201.807357788086,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,6.0,1608.1256103515625,1140.03466796875,1954.1107177734373,1471.851806640625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,7.0,1548.146240234375,539.99560546875,2063.45751953125,1018.5586547851562,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,8.0,1310.10546875,567.9200439453125,1550.213623046875,982.7399291992188,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,9.0,1130.5029296875,448.7134704589844,1390.0941162109375,909.8870849609376,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,10.0,1770.279052734375,1038.107177734375,2155.880126953125,1353.4127197265625,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,0,11.0,1679.9521484375,819.0118408203125,2203.30908203125,1054.24560546875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,1.0,504.7159729003906,329.9319152832031,1076.4039306640625,623.5818481445312,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,2.0,2718.431396484375,282.6660461425781,3272.646484375,617.872314453125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,3.0,560.2984008789062,643.8280639648438,1111.0084228515625,981.216796875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,4.0,2188.87939453125,612.208740234375,2442.5380859375,904.7203979492188,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,5.0,1580.8355712890625,0.0,1898.21484375,200.7750396728516,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,6.0,1594.41259765625,1128.815673828125,1948.4405517578125,1468.3651123046875,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,7.0,1543.93701171875,539.784423828125,2059.648193359375,1018.7935791015624,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,8.0,1309.652099609375,562.5202026367188,1554.585205078125,985.8998413085938,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,9.0,1130.785888671875,453.8736267089844,1386.1181640625,907.3138427734376,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,10.0,1771.521240234375,1035.5111083984375,2151.679931640625,1346.1671142578125,0,14
/home/tomass/tomass/magistrs/video_annotating/reduced_vid_3.mp4,1,11.0,1681.1949462890625,815.6395874023438,2202.66845703125,1050.1143798828125,0,14
