frame_id,track_id,x1,y1,x2,y2
0.0,1.0,496,326,1056,614
0.0,2.0,2720,276,3264,602
0.0,3.0,552,636,1104,972
0.0,4.0,2184,600,2440,892
0.0,6.0,1608,1140,1952,1464
0.0,7.0,1544,530,2056,1005
0.0,8.0,1304,564,1544,972
0.0,9.0,1128,444,1384,900
0.0,10.0,1768,1032,2152,1344
0.0,11.0,1672,816,2192,1044
1.0,1.0,504,324,1072,614
1.0,2.0,2712,276,3264,607
1.0,3.0,560,636,1104,972
1.0,4.0,2184,612,2432,900
1.0,6.0,1592,1128,1944,1464
1.0,7.0,1536,530,2048,1005
1.0,8.0,1304,554,1544,974
1.0,9.0,1128,446,1376,895
1.0,10.0,1768,1032,2144,1336
1.0,11.0,1680,806,2200,1039
2.0,1.0,496,324,1072,616
2.0,2.0,2704,278,3256,609
2.0,3.0,544,636,1104,979
2.0,4.0,2168,612,2432,912
2.0,6.0,1584,1130,1912,1447
2.0,7.0,1520,530,2048,1027
2.0,8.0,1304,564,1544,986
2.0,9.0,1120,444,1376,902
2.0,10.0,1744,1010,2152,1346
2.0,12.0,848,888,1312,1108
2.0,13.0,2056,1008,2624,1255
3.0,1.0,464,302,1080,621
3.0,2.0,2688,290,3216,609
3.0,3.0,536,636,1096,976
3.0,4.0,2176,600,2448,904
3.0,6.0,1576,1140,1896,1442
3.0,7.0,1520,540,2040,1022
3.0,8.0,1296,552,1544,984
3.0,9.0,1104,446,1360,907
3.0,10.0,1720,1008,2144,1356
3.0,12.0,824,912,1304,1094
3.0,13.0,2056,1008,2608,1248
4.0,1.0,440,288,1080,624
4.0,2.0,2672,300,3200,612
4.0,3.0,528,636,1088,984
4.0,4.0,2200,602,2472,907
4.0,6.0,1584,1152,1888,1435
4.0,7.0,1520,542,2024,1010
4.0,8.0,1296,612,1520,996
4.0,9.0,1104,444,1368,912
4.0,10.0,1720,1022,2128,1363
4.0,12.0,824,900,1288,1096
4.0,13.0,2056,1008,2608,1248
5.0,1.0,440,264,1088,616
5.0,2.0,2632,300,3152,616
5.0,3.0,520,636,1072,976
5.0,4.0,2192,612,2480,924
5.0,6.0,1568,1140,1872,1430
5.0,7.0,1552,564,2024,996
5.0,8.0,1288,636,1496,991
5.0,9.0,1104,446,1360,902
5.0,10.0,1720,1032,2112,1356
5.0,12.0,816,888,1312,1072
5.0,13.0,2040,1008,2600,1252
5.0,11.0,1616,818,2160,1063
6.0,1.0,616,266,896,609
6.0,2.0,2576,302,3080,607
6.0,3.0,552,648,1080,936
6.0,4.0,2168,612,2472,924
6.0,6.0,1560,1140,1872,1440
6.0,7.0,1552,566,2024,1003
6.0,8.0,1288,648,1528,984
6.0,9.0,1104,446,1360,895
6.0,10.0,1704,1020,2120,1368
6.0,12.0,800,902,1352,1058
6.0,13.0,2024,1044,2536,1236
6.0,11.0,1616,840,2160,1020
7.0,1.0,624,290,904,609
7.0,2.0,2544,312,3048,612
7.0,3.0,488,638,1088,1010
7.0,4.0,2152,612,2480,948
7.0,6.0,1568,1140,1888,1440
7.0,7.0,1568,564,2016,948
7.0,8.0,1288,648,1496,986
7.0,9.0,1112,456,1368,900
7.0,10.0,1720,1032,2128,1372
7.0,12.0,832,900,1456,1034
7.0,13.0,2008,1044,2560,1248
8.0,1.0,480,288,888,636
8.0,2.0,2504,312,3040,628
8.0,3.0,488,648,1088,1020
8.0,4.0,2136,624,2472,948
8.0,6.0,1568,1130,1880,1430
8.0,7.0,1544,564,2016,1008
8.0,8.0,1264,578,1520,993
8.0,9.0,1104,456,1360,900
8.0,10.0,1776,1056,2040,1344
8.0,12.0,840,912,1336,1032
8.0,13.0,1984,1044,2592,1248
9.0,1.0,640,300,912,638
9.0,2.0,2456,336,2984,648
9.0,3.0,576,638,1056,967
9.0,4.0,2160,636,2496,960
9.0,6.0,1552,1118,1872,1423
9.0,7.0,1536,576,2008,1015
9.0,8.0,1280,624,1512,991
9.0,9.0,1104,456,1360,900
9.0,10.0,1744,1058,2056,1375
9.0,12.0,824,912,1336,1116
9.0,13.0,2016,1044,2560,1272
9.0,15.0,1232,1020,1688,1192
9.0,11.0,1624,818,2192,1070
10.0,1.0,480,264,896,676
10.0,2.0,2424,348,2952,660
10.0,3.0,504,648,1072,1000
10.0,4.0,2080,636,2520,938
10.0,6.0,1568,1140,1840,1416
10.0,7.0,1536,588,2008,1020
10.0,8.0,1256,576,1520,996
10.0,9.0,1096,456,1368,912
10.0,10.0,1712,1056,2080,1368
10.0,12.0,784,900,1304,1152
10.0,13.0,2024,1032,2568,1296
10.0,15.0,1224,1020,1648,1212
10.0,11.0,1608,828,2168,1080
11.0,1.0,480,264,888,684
11.0,2.0,2400,348,2928,660
11.0,3.0,512,660,1056,996
11.0,4.0,2088,638,2480,945
11.0,6.0,1568,1140,1872,1432
11.0,7.0,1528,588,1992,1012
11.0,8.0,1272,624,1512,996
11.0,9.0,1088,456,1360,912
11.0,10.0,1712,1056,2080,1370
11.0,12.0,776,902,1288,1082
11.0,13.0,2024,1022,2568,1293
11.0,15.0,1240,1020,1664,1250
11.0,11.0,1568,840,2120,1084
12.0,1.0,656,278,912,638
12.0,2.0,2376,360,2904,664
12.0,3.0,504,672,1048,972
12.0,4.0,2056,648,2528,938
12.0,6.0,1568,1152,1872,1440
12.0,7.0,1536,588,2008,1012
12.0,8.0,1256,576,1520,996
12.0,9.0,1088,456,1360,912
12.0,10.0,1720,1068,2064,1375
12.0,12.0,760,924,1272,1063
12.0,13.0,2048,1032,2552,1312
12.0,15.0,1240,1020,1664,1252
12.0,11.0,1552,840,2088,1084
13.0,1.0,640,288,888,648
13.0,2.0,2352,360,2888,664
13.0,3.0,496,660,1072,1020
13.0,4.0,2040,650,2472,998
13.0,6.0,1584,1154,1904,1449
13.0,7.0,1536,588,2000,1012
13.0,8.0,1248,564,1520,996
13.0,9.0,1088,468,1360,914
13.0,10.0,1744,1070,2040,1334
13.0,12.0,792,912,1336,1072
13.0,13.0,2024,1056,2552,1296
13.0,15.0,1304,1008,1688,1212
13.0,11.0,1544,842,2080,1089
14.0,1.0,592,252,960,660
14.0,2.0,2320,362,2848,662
14.0,3.0,496,660,1072,1022
14.0,4.0,1992,672,2480,1044
14.0,6.0,1584,1164,1928,1464
14.0,7.0,1512,588,2000,1027
14.0,8.0,1240,564,1520,996
14.0,9.0,1080,468,1352,916
14.0,10.0,1720,1080,2056,1384
14.0,12.0,784,888,1264,1104
14.0,13.0,1984,1080,2552,1279
14.0,15.0,1320,1032,1672,1214
14.0,11.0,1584,852,2096,1092
15.0,1.0,560,276,1024,688
15.0,2.0,2296,372,2808,660
15.0,3.0,496,660,1064,1020
15.0,4.0,2064,684,2480,986
15.0,6.0,1520,1176,1936,1476
15.0,7.0,1512,578,2000,1015
15.0,8.0,1240,564,1520,996
15.0,9.0,1080,458,1360,919
15.0,10.0,1744,1080,2024,1332
15.0,12.0,720,912,1304,1123
15.0,13.0,2048,1044,2536,1284
15.0,15.0,1184,1010,1712,1262
15.0,11.0,1624,830,2152,1087
16.0,1.0,560,288,1016,708
16.0,2.0,2272,384,2808,684
16.0,3.0,504,660,1064,1020
16.0,4.0,2096,698,2472,962
16.0,6.0,1512,1190,1936,1490
16.0,7.0,1544,600,2008,1008
16.0,8.0,1240,564,1520,1000
16.0,9.0,1080,456,1360,916
16.0,10.0,1760,1080,2024,1320
16.0,12.0,744,912,1272,1104
16.0,13.0,2048,1032,2576,1284
16.0,15.0,1272,1020,1688,1236
16.0,11.0,1656,840,2168,1092
17.0,1.0,568,300,1008,722
17.0,2.0,2248,396,2736,664
17.0,3.0,496,660,1072,1032
17.0,4.0,2096,708,2488,972
17.0,6.0,1568,1176,1960,1488
17.0,7.0,1480,578,2032,909
17.0,8.0,1240,564,1520,1000
17.0,9.0,1072,470,1352,921
17.0,10.0,1760,1080,2008,1308
17.0,13.0,2048,1034,2568,1286
17.0,15.0,1248,1020,1728,1260
17.0,11.0,1664,852,2160,1092
